6;473;387;10;0
6;477;385;6;1
9;475;383;4;2
23;175;412;7;3
20;169;423;7;4
17;170;422;15;5
21;174;414;16;6
19;171;417;10;7
11;22;472;15;8
26;338;445;5;9
21;338;446;32;10
