6;95;102;6;0
10;290;481;13;1
12;287;489;5;2
13;293;484;7;3
10;97;106;8;4
15;98;107;9;5
13;97;110;4;6
14;101;100;5;7
16;17;85;5;8
15;398;48;14;9
15;398;55;8;10
13;399;52;3;11
15;2;477;5;12
17;307;5;11;13
